P LHS RHS
0.6667 [ADVP-LOC-CLR] [-NONE-]
0.3333 [ADVP-LOC-CLR] [RB]
1.0 [ADVP-LOC-PRD-TPC-1] [RB]
0.5 [ADVP-LOC-PRD] [-NONE-]
0.1667 [ADVP-LOC-PRD] "[NP] [IN]"
0.1667 [ADVP-LOC-PRD] [RB]
0.1667 [ADVP-LOC-PRD] "[RB] [PP]"
0.3836 [ADVP-LOC] [RB]
0.3836 [ADVP-LOC] [-NONE-]
0.0548 [ADVP-LOC] "[NP] [RB]"
0.0274 [ADVP-LOC] [IN]
0.0274 [ADVP-LOC] "[IN] [RB]"
0.0274 [ADVP-LOC] [JJ]
0.0274 [ADVP-LOC] "[IN] [NP]"
0.0137 [ADVP-LOC] "[RB] [RB]"
0.0137 [ADVP-LOC] "[RB] [CC] [RB]"
0.0137 [ADVP-LOC] "[RB] [PP]"
0.0137 [ADVP-LOC] "[RB] [NN]"
0.0137 [ADVP-LOC] "[DT] [IN]"
0.6455 [ADVP-MNR] [RB]
0.1818 [ADVP-MNR] [-NONE-]
0.0545 [ADVP-MNR] "[RB] [RB]"
0.0182 [ADVP-MNR] "[RBR] [RB]"
0.0136 [ADVP-MNR] "[ADVP] [PP]"
0.0136 [ADVP-MNR] [RBR]
0.0136 [ADVP-MNR] "[RB] [CC] [RB]"
0.0136 [ADVP-MNR] "[RBS] [RB]"
0.0091 [ADVP-MNR] "[ADVP] [SBAR]"
0.0091 [ADVP-MNR] "[RB] [RBR]"
0.0045 [ADVP-MNR] "[ADVP] [PRN]"
0.0045 [ADVP-MNR] [JJ]
0.0045 [ADVP-MNR] "[RB] [JJ]"
0.0045 [ADVP-MNR] "[JJ] [PP]"
0.0045 [ADVP-MNR] [IN]
0.0045 [ADVP-MNR] "[NN] [CC] [NN]"
1.0 [ADVP-PRD-LOC=3] "[RB] [RB] [PP-LOC] [S]"
1.0 [ADVP-PRD-LOC] [IN]
1.0 [ADVP-PRD-TPC-1] [RB]
1.0 [ADVP-PRD-TPC-2] [RB]
0.3462 [ADVP-PRD] [RB]
0.1538 [ADVP-PRD] [-NONE-]
0.0769 [ADVP-PRD] "[JJ] [NP] [PP]"
0.0769 [ADVP-PRD] "[IN] [NP]"
0.0385 [ADVP-PRD] "[IN] [ADVP]"
0.0385 [ADVP-PRD] "[RB] [NP] [PP]"
0.0385 [ADVP-PRD] [CD]
0.0385 [ADVP-PRD] "[RB] [RB]"
0.0385 [ADVP-PRD] "[RB] [PP]"
0.0385 [ADVP-PRD] "[RP] [S]"
0.0385 [ADVP-PRD] "[RB] [IN]"
0.0385 [ADVP-PRD] "[RB] [NP]"
0.0385 [ADVP-PRD] "[VBN] [PP]"
1.0 [ADVP-PRP] [-NONE-]
1.0 [ADVP-PUT] "[IN] [PP]"
1.0 [ADVP-TMP-CLR] [-NONE-]
0.621 [ADVP-TMP] [RB]
0.1771 [ADVP-TMP] [-NONE-]
0.0305 [ADVP-TMP] "[NP] [RB]"
0.0286 [ADVP-TMP] "[RB] [RB]"
0.0286 [ADVP-TMP] "[NP] [IN]"
0.0133 [ADVP-TMP] "[NP] [JJR]"
0.0076 [ADVP-TMP] "[NP] [RBR]"
0.0076 [ADVP-TMP] "[RB] [RBR]"
0.0076 [ADVP-TMP] [IN]
0.0057 [ADVP-TMP] [JJ]
0.0057 [ADVP-TMP] [RBR]
0.0057 [ADVP-TMP] "[RB] [JJR]"
0.0057 [ADVP-TMP] "[IN] [RB]"
0.0057 [ADVP-TMP] "[ADVP] [PP]"
0.0038 [ADVP-TMP] "[NP] [JJ]"
0.0038 [ADVP-TMP] "[RB] [IN]"
0.0038 [ADVP-TMP] "[ADVP] [SBAR]"
0.0038 [ADVP-TMP] [JJR]
0.0038 [ADVP-TMP] "[RB] [CC] [RB]"
0.0019 [ADVP-TMP] "[IN] [RB] [SBAR]"
0.0019 [ADVP-TMP] "[IN] [JJS] [RB]"
0.0019 [ADVP-TMP] "[RBS] [RB]"
0.0019 [ADVP-TMP] "[RB] [RB] [PP]"
0.0019 [ADVP-TMP] "[RB] [PP]"
0.0019 [ADVP-TMP] "[RBR] [RB]"
0.0019 [ADVP-TMP] "[DT] [RBR]"
0.0019 [ADVP-TMP] "[RBR] [NP]"
0.0019 [ADVP-TMP] "[RB] [RB] [RB]"
0.0019 [ADVP-TMP] "[JJ] [RP]"
0.0019 [ADVP-TMP] "[NP] [RB] [PP]"
0.0019 [ADVP-TMP] "[IN] [IN]"
0.0019 [ADVP-TMP] "[NP-ADV] [PRN]"
0.0019 [ADVP-TMP] [NN]
0.0019 [ADVP-TMP] "[DT] [IN] [DT] [JJ]"
0.0019 [ADVP-TMP] "[RB] [.]"
0.749 [ADVP] [RB]
0.0391 [ADVP] "[RB] [RB]"
0.0237 [ADVP] [-NONE-]
0.0167 [ADVP] "[RB] [PP]"
0.0153 [ADVP] [RBR]
0.0126 [ADVP] [JJ]
0.0112 [ADVP] "[IN] [JJS]"
0.0098 [ADVP] "[JJ] [PP]"
0.007 [ADVP] "[IN] [DT]"
0.007 [ADVP] [DT]
0.007 [ADVP] "[RBR] [RB]"
0.0056 [ADVP] "[RB] [NP]"
0.0056 [ADVP] "[ADVP] [SBAR]"
0.0056 [ADVP] "[IN] [NN]"
0.0056 [ADVP] [IN]
0.0042 [ADVP] [JJR]
0.0042 [ADVP] "[IN] [PP]"
0.0042 [ADVP] "[ADVP] [PP]"
0.0042 [ADVP] "[IN] [RB]"
0.0028 [ADVP] "[NP] [RBR]"
0.0028 [ADVP] "[IN] [NP]"
0.0028 [ADVP] "[RB] [RBR] [RB]"
0.0028 [ADVP] "[RBR] [IN]"
0.0028 [ADVP] "[NP] [JJR]"
0.0028 [ADVP] "[RB] [JJ]"
0.0028 [ADVP] "[RB] [RBR]"
0.0028 [ADVP] [NN]
0.0028 [ADVP] [JJS]
0.0014 [ADVP] "[VB] [RB]"
0.0014 [ADVP] "[RB] [IN]"
0.0014 [ADVP] "[NP-ADV] [RBR]"
0.0014 [ADVP] "[``] [RB] [RB] [.]"
0.0014 [ADVP] [RP]
0.0014 [ADVP] "[RB] [NN] [IN] [NN]"
0.0014 [ADVP] "[RB] [CC] [RB]"
0.0014 [ADVP] [NNP]
0.0014 [ADVP] "[RB] [IN] [RB]"
0.0014 [ADVP] "[DT] [RBR]"
0.0014 [ADVP] "[RB] [NP] [PP-TMP]"
0.0014 [ADVP] "[RB] [RB] [RB]"
0.0014 [ADVP] "[ADVP-TMP] [CC] [ADVP]"
0.0014 [ADVP] "[NP-ADV] [JJR]"
0.0014 [ADVP] [CD]
0.0014 [ADVP] [PDT]
0.0014 [ADVP] "[RB] [NP] [PP]"
0.0014 [ADVP] "[CD] [TO] [CD]"
0.0014 [ADVP] "[DT] [DT] [JJ]"
0.0014 [ADVP] "[RBS] [RB]"
0.0014 [ADVP] "[RB] [JJ] [RB]"
0.0014 [ADVP] "[DT] [NN] [SBAR]"
0.0014 [ADVP] "[RB] [JJR]"
0.0014 [ADVP] "[DT] [NN] [SBAR-NOM]"
0.0014 [ADVP] "[RBR] [CC] [RBR]"
0.0014 [ADVP] "[DT] [DT]"
0.0014 [ADVP] "[NP] [IN]"
1.0 [ADVP|PRT] [RB]
0.6618 [CC] 'and'
0.1129 [CC] 'or'
0.0725 [CC] 'But'
0.0719 [CC] 'but'
0.0354 [CC] '&'
0.0219 [CC] 'And'
0.0056 [CC] 'nor'
0.0028 [CC] 'Yet'
0.0022 [CC] 'plus'
0.0022 [CC] 'Or'
0.0022 [CC] 'v.'
0.0017 [CC] 'either'
0.0017 [CC] 'yet'
0.0011 [CC] 'versus'
0.0011 [CC] 'Nor'
0.0011 [CC] 'Either'
0.0011 [CC] 'minus'
0.0006 [CC] '<unk>'
0.0726 [CD] 'million'
0.0341 [CD] 'one'
0.0338 [CD] 'billion'
0.0271 [CD] 'two'
0.0127 [CD] 'three'
0.0124 [CD] '1990'
0.0117 [CD] '10'
0.0114 [CD] '30'
0.0107 [CD] '1989'
0.0107 [CD] '8'
0.0107 [CD] '500'
0.01 [CD] '1'
0.0097 [CD] '1987'
0.0097 [CD] '100'
0.0094 [CD] '15'
0.009 [CD] '50'
0.0077 [CD] '1988'
0.0077 [CD] 'five'
0.0074 [CD] '13'
0.0074 [CD] '15,000'
0.007 [CD] '2'
0.007 [CD] 'six'
0.0067 [CD] '40'
0.0064 [CD] '10,000'
0.006 [CD] '3\/4'
0.0057 [CD] '7'
0.0054 [CD] '1985'
0.0054 [CD] 'One'
0.0054 [CD] 'four'
0.0054 [CD] '1991'
0.0054 [CD] '20'
0.0054 [CD] '1\/2'
0.005 [CD] '6'
0.005 [CD] '12'
0.005 [CD] '18'
0.0047 [CD] '90'
0.0044 [CD] '9'
0.0044 [CD] '60'
0.004 [CD] '3'
0.004 [CD] '5\/8'
0.004 [CD] '5'
0.004 [CD] '5,000'
0.0037 [CD] '21'
0.0037 [CD] '31'
0.0037 [CD] '1986'
0.0033 [CD] '11'
0.0033 [CD] '16'
0.0033 [CD] '4'
0.0033 [CD] '2009'
0.003 [CD] '25'
0.003 [CD] '1992'
0.003 [CD] '7\/8'
0.0027 [CD] 'seven'
0.0027 [CD] '900'
0.0027 [CD] '1\/4'
0.0027 [CD] '75'
0.0027 [CD] 'nine'
0.0027 [CD] '130'
0.0027 [CD] '55'
0.0027 [CD] '70'
0.0027 [CD] '200'
0.0027 [CD] '1984'
0.0027 [CD] '17'
0.0023 [CD] '120'
0.0023 [CD] '45'
0.0023 [CD] '14'
0.0023 [CD] '1,000'
0.0023 [CD] '35'
0.0023 [CD] '100,000'
0.0023 [CD] '19'
0.0023 [CD] '1979'
0.0023 [CD] '1977'
0.002 [CD] '33'
0.002 [CD] '63'
0.002 [CD] '150'
0.002 [CD] '20,000'
0.002 [CD] '3\/8'
0.002 [CD] '400'
0.002 [CD] '25,000'
0.002 [CD] '250'
0.002 [CD] '2019'
0.002 [CD] '99'
0.002 [CD] '1982'
0.002 [CD] '23'
0.002 [CD] '1993'
0.002 [CD] '49'
0.0017 [CD] '1970'
0.0017 [CD] '24'
0.0017 [CD] '30,000'
0.0017 [CD] '27'
0.0017 [CD] '50,000'
0.0017 [CD] '1983'
0.0017 [CD] '51'
0.0017 [CD] '59'
0.0017 [CD] '2,500'
0.0017 [CD] '44'
0.0017 [CD] '1972'
0.0017 [CD] '180'
0.0017 [CD] '300'
0.0017 [CD] '3.1'
0.0017 [CD] '1999'
0.0013 [CD] 'trillion'
0.0013 [CD] '1976'
0.0013 [CD] 'hundred'
0.0013 [CD] '1929'
0.0013 [CD] '41'
0.0013 [CD] '43'
0.0013 [CD] '47'
0.0013 [CD] '1.1'
0.0013 [CD] '125'
0.0013 [CD] '29'
0.0013 [CD] '28'
0.0013 [CD] '1.5'
0.0013 [CD] '0.25'
0.0013 [CD] '17.3'
0.0013 [CD] '767'
0.0013 [CD] '2.2'
0.0013 [CD] '61'
0.0013 [CD] 'eight'
0.0013 [CD] '58'
0.0013 [CD] '45,000'
0.0013 [CD] '1981'
0.0013 [CD] '2,000'
0.0013 [CD] '450'
0.0013 [CD] '2029'
0.0013 [CD] '1994'
0.0013 [CD] 'Two'
0.0013 [CD] '1980s'
0.0013 [CD] '46'
0.0013 [CD] '8.50'
0.0013 [CD] '62'
0.0013 [CD] '65'
0.001 [CD] '1.8415'
0.001 [CD] '7.5'
0.001 [CD] '88'
0.001 [CD] '3.8'
0.001 [CD] '7.40'
0.001 [CD] '1.7'
0.001 [CD] '98'
0.001 [CD] '7.458'
0.001 [CD] '53'
0.001 [CD] '7.3'
0.001 [CD] '155'
0.001 [CD] '0.9'
0.001 [CD] '4.25'
0.001 [CD] '26'
0.001 [CD] '6,000'
0.001 [CD] 'Three'
0.001 [CD] '4,000'
0.001 [CD] '2.4'
0.001 [CD] '52'
0.001 [CD] '2.6'
0.001 [CD] '69'
0.001 [CD] '1.8500'
0.001 [CD] '107'
0.001 [CD] '18,000'
0.001 [CD] '7.272'
0.001 [CD] '11,000'
0.001 [CD] '1970s'
0.001 [CD] '1950s'
0.001 [CD] '188'
0.001 [CD] '8.45'
0.001 [CD] '101'
0.001 [CD] '8.04'
0.001 [CD] '80'
0.001 [CD] '2017'
0.001 [CD] '7\/16'
0.001 [CD] '71'
0.001 [CD] '9.5'
0.001 [CD] '2005'
0.001 [CD] '35.7'
0.001 [CD] '1971'
0.001 [CD] '203'
0.001 [CD] '1.6'
0.001 [CD] '13.8'
0.001 [CD] '143.80'
0.001 [CD] '3.2'
0.001 [CD] '350,000'
0.001 [CD] '0.3'
0.001 [CD] '32'
0.001 [CD] '3.9'
0.001 [CD] '140'
0.001 [CD] '8.07'
0.001 [CD] '6.25'
0.001 [CD] '195'
0.001 [CD] '6.20'
0.001 [CD] '1960s'
0.001 [CD] '64'
0.001 [CD] '605'
0.001 [CD] '1956'
0.001 [CD] '600,000'
0.001 [CD] '1.2'
0.001 [CD] '47.6'
0.001 [CD] '42'
0.001 [CD] '7.88'
0.001 [CD] '6.40'
0.001 [CD] '77'
0.001 [CD] '17.95'
0.001 [CD] '3.3'
0.001 [CD] '60,000'
0.001 [CD] '8.55'
0.001 [CD] '16,000'
0.001 [CD] '7.95'
0.001 [CD] '190'
0.001 [CD] '8.25'
0.001 [CD] '115'
0.001 [CD] '1,500'
0.001 [CD] '62.5'
0.001 [CD] '68'
0.001 [CD] '42.5'
0.001 [CD] '3.35'
0.001 [CD] '48'
0.001 [CD] '142.85'
0.001 [CD] '7,500'
0.001 [CD] '118'
0.001 [CD] '3.18'
0.001 [CD] '2.3'
0.001 [CD] '800'
0.001 [CD] '1.85'
0.001 [CD] '72'
0.001 [CD] '1.65'
0.001 [CD] '1975'
0.001 [CD] '7.74'
0.001 [CD] '4.8'
0.001 [CD] '4.3'
0.001 [CD] '0.1'
0.001 [CD] '85'
0.001 [CD] '7.90'
0.001 [CD] '179'
0.001 [CD] '1948'
0.001 [CD] '3,500'
0.001 [CD] '2.5'
0.001 [CD] '34'
0.0007 [CD] '5.3'
0.0007 [CD] '2.95'
0.0007 [CD] '83.4'
0.0007 [CD] '23,000'
0.0007 [CD] '11,762'
0.0007 [CD] '80.8'
0.0007 [CD] '46.1'
0.0007 [CD] '2.50'
0.0007 [CD] '3.23'
0.0007 [CD] '446.62'
0.0007 [CD] '737.5'
0.0007 [CD] '8300'
0.0007 [CD] '86'
0.0007 [CD] '1614'
0.0007 [CD] '3057'
0.0007 [CD] '9.3'
0.0007 [CD] '777'
0.0007 [CD] '77.56'
0.0007 [CD] '13,056'
0.0007 [CD] '1987-88'
0.0007 [CD] '30.9'
0.0007 [CD] '2.875'
0.0007 [CD] '30,841'
0.0007 [CD] '8.75'
0.0007 [CD] '300-113'
0.0007 [CD] '2.1'
0.0007 [CD] '138'
0.0007 [CD] '1.55'
0.0007 [CD] '37.5'
0.0007 [CD] '550,000'
0.0007 [CD] '415.6'
0.0007 [CD] '295'
0.0007 [CD] '99.1'
0.0007 [CD] '917'
0.0007 [CD] '500,004'
0.0007 [CD] '25.50'
0.0007 [CD] '1.82'
0.0007 [CD] '396,000'
0.0007 [CD] '750'
0.0007 [CD] '2.80'
0.0007 [CD] '85.1'
0.0007 [CD] '3.80'
0.0007 [CD] '6.1'
0.0007 [CD] '77.70'
0.0007 [CD] '7.15'
0.0007 [CD] '3.375'
0.0007 [CD] '1.8'
0.0007 [CD] '225.6'
0.0007 [CD] '374.20'
0.0007 [CD] '3:15'
0.0007 [CD] '644'
0.0007 [CD] '230-215'
0.0007 [CD] '570'
0.0007 [CD] '382-37'
0.0007 [CD] 'FIRST'
0.0007 [CD] '57'
0.0007 [CD] '1996'
0.0007 [CD] '3,288,453'
0.0007 [CD] '13.5'
0.0007 [CD] '301'
0.0007 [CD] '370'
0.0007 [CD] '7.55'
0.0007 [CD] 'Four'
0.0007 [CD] '730'
0.0007 [CD] '1991-1999'
0.0007 [CD] '81.8'
0.0007 [CD] '200,000'
0.0007 [CD] '1.125'
0.0007 [CD] '325,000'
0.0007 [CD] '4.4'
0.0007 [CD] '130.7'
0.0007 [CD] '100,980'
0.0007 [CD] '2.44'
0.0007 [CD] '877,663'
0.0007 [CD] '150.00'
0.0007 [CD] '212'
0.0007 [CD] '1.39'
0.0007 [CD] '8.467'
0.0007 [CD] '2.29'
0.0007 [CD] '149'
0.0007 [CD] '50.45'
0.0007 [CD] '5.57'
0.0007 [CD] '12.5'
0.0007 [CD] '170,000'
0.0007 [CD] '95,142'
0.0007 [CD] '22'
0.0007 [CD] '353'
0.0007 [CD] '340,000'
0.0007 [CD] '4.898'
0.0007 [CD] '57.6'
0.0007 [CD] '11.5'
0.0007 [CD] '4.6'
0.0007 [CD] '7.20'
0.0007 [CD] '37.3'
0.0007 [CD] '270'
0.0007 [CD] '5.5'
0.0007 [CD] 'mid-1970s'
0.0007 [CD] '8.22'
0.0007 [CD] '1.5805'
0.0007 [CD] '13.50'
0.0007 [CD] '0.2'
0.0007 [CD] 'IX'
0.0007 [CD] ''40s'
0.0007 [CD] '176'
0.0007 [CD] 'the'
0.0007 [CD] '380'
0.0007 [CD] '8.35'
0.0007 [CD] '127.03'
0.0007 [CD] ''30s'
0.0007 [CD] '64.5'
0.0007 [CD] '89.7'
0.0007 [CD] '8.06'
0.0007 [CD] '992,000'
0.0007 [CD] '1934'
0.0007 [CD] '1966'
0.0007 [CD] '274'
0.0007 [CD] '449.04'
0.0007 [CD] '1:30'
0.0007 [CD] '82,389'
0.0007 [CD] '45.75'
0.0007 [CD] '105'
0.0007 [CD] '120,000'
0.0007 [CD] '2645.90'
0.0007 [CD] '2-8'
0.0007 [CD] '149.9'
0.0007 [CD] '6,500'
0.0007 [CD] '847'
0.0007 [CD] '27.1'
0.0007 [CD] '415.8'
0.0007 [CD] '28.4'
0.0007 [CD] '700'
0.0007 [CD] '94.8'
0.0007 [CD] '280'
0.0007 [CD] 'THREE'
0.0007 [CD] '251.2'
0.0007 [CD] '13.73'
0.0007 [CD] '1901'
0.0007 [CD] '7.62'
0.0007 [CD] '29.3'
0.0007 [CD] '331,000'
0.0007 [CD] '2.65'
0.0007 [CD] '490'
0.0007 [CD] '244,000'
0.0007 [CD] '339'
0.0007 [CD] '4,393,237'
0.0007 [CD] '59.9'
0.0007 [CD] '50.38'
0.0007 [CD] '40,000'
0.0007 [CD] '400,000'
0.0007 [CD] '84.29'
0.0007 [CD] '1903'
0.0007 [CD] '220'
0.0007 [CD] '1787'
0.0007 [CD] '1\/8'
0.0007 [CD] '3.6'
0.0007 [CD] '9.37'
0.0007 [CD] '23.72'
0.0007 [CD] '30s'
0.0007 [CD] '1961'
0.0007 [CD] '36'
0.0007 [CD] '3.01'
0.0007 [CD] '456.64'
0.0007 [CD] '343'
0.0007 [CD] '191.9'
0.0007 [CD] '1968'
0.0007 [CD] '2.46'
0.0007 [CD] '228'
0.0007 [CD] '2.7'
0.0007 [CD] 'Fifteen'
0.0007 [CD] '240,000'
0.0007 [CD] '1917'
0.0007 [CD] '19.3'
0.0007 [CD] '1997'
0.0007 [CD] '3.19'
0.0007 [CD] '445'
0.0007 [CD] '1986-87'
0.0007 [CD] '133.7'
0.0007 [CD] '8.19'
0.0007 [CD] '24.95'
0.0007 [CD] '9.75'
0.0007 [CD] '1980'
0.0007 [CD] '38.375'
0.0007 [CD] '388'
0.0007 [CD] '701'
0.0007 [CD] '0.4'
0.0007 [CD] '8.56'
0.0007 [CD] '1928-33'
0.0007 [CD] '6.21'
0.0007 [CD] '705.6'
0.0007 [CD] '184'
0.0007 [CD] '119'
0.0007 [CD] '360'
0.0007 [CD] '1.01'
0.0007 [CD] '26.2'
0.0007 [CD] '143.08'
0.0007 [CD] '7.65'
0.0007 [CD] '7.45'
0.0007 [CD] '187'
0.0007 [CD] '0.5'
0.0007 [CD] '241'
0.0007 [CD] '3.5'
0.0007 [CD] ''86'
0.0007 [CD] '320'
0.0007 [CD] '1.457'
0.0007 [CD] '8.53'
0.0007 [CD] '2,700'
0.0007 [CD] '66.5'
0.0007 [CD] '321,000'
0.0007 [CD] '106'
0.0007 [CD] '89'
0.0007 [CD] '8.30'
0.0007 [CD] '4.5'
0.0007 [CD] '1637'
0.0007 [CD] '3.253'
0.0007 [CD] '1.64'
0.0007 [CD] '89.9'
0.0007 [CD] '1.28'
0.0007 [CD] '45.3'
0.0007 [CD] '37'
0.0007 [CD] '141.9'
0.0007 [CD] '89,500'
0.0007 [CD] '38.3'
0.0007 [CD] '8.47'
0.0007 [CD] '250,000'
0.0007 [CD] '352.9'
0.0007 [CD] '59.6'
0.0007 [CD] '3.43'
0.0007 [CD] '98.3'
0.0007 [CD] '25.6'
0.0007 [CD] '22.75'
0.0007 [CD] '1991-2000'
0.0007 [CD] '16.125'
0.0007 [CD] '7.50'
0.0007 [CD] '78'
0.0007 [CD] '620'
0.0007 [CD] '10.2'
0.0007 [CD] '77,000'
0.0007 [CD] '6.03'
0.0007 [CD] '86.12'
0.0007 [CD] '278.7'
0.0007 [CD] 'Cray-3'
0.0007 [CD] '130.6'
0.0007 [CD] '23,403'
0.0007 [CD] '1973'
0.0007 [CD] '2.8'
0.0007 [CD] '47.5'
0.0007 [CD] '145'
0.0007 [CD] '8.12'
0.0007 [CD] '963'
0.0007 [CD] '12,252'
0.0007 [CD] '1990s'
0.0007 [CD] '47.125'
0.0007 [CD] '436.01'
0.0007 [CD] '73'
0.0007 [CD] '700,000'
0.0007 [CD] '75-year-old'
0.0007 [CD] '28.6'
0.0007 [CD] '672'
0.0007 [CD] '500,000'
0.0007 [CD] '1992-1999'
0.0007 [CD] '0.7'
0.0007 [CD] '126,000'
0.0007 [CD] '18,444'
0.0007 [CD] '6.5'
0.0007 [CD] '14.5'
0.0007 [CD] '9.45'
0.0007 [CD] '36.9'
0.0007 [CD] '93,000'
0.0007 [CD] '4,645'
0.0007 [CD] '5.39'
0.0007 [CD] '1,298'
0.0007 [CD] '18.95'
0.0007 [CD] '94'
0.0007 [CD] '600'
0.0007 [CD] '1.9'
0.0007 [CD] '240'
0.0007 [CD] '5.4'
0.0007 [CD] '6.70'
0.0007 [CD] '4.1'
0.0007 [CD] '7.422'
0.0007 [CD] '214'
0.0007 [CD] '8.14'
0.0007 [CD] '70.7'
0.0007 [CD] '71,309'
0.0007 [CD] '1925'
0.0007 [CD] '497.34'
0.0007 [CD] '26,000'
0.0007 [CD] '32.8'
0.0007 [CD] '4.10'
0.0007 [CD] '5.7'
0.0007 [CD] '9.9'
0.0007 [CD] 'Five'
0.0007 [CD] '49.9'
0.0007 [CD] '113.2'
0.0007 [CD] '1933'
0.0007 [CD] ''50s'
0.0007 [CD] '6.9'
0.0007 [CD] '135'
0.0007 [CD] '2.87'
0.0007 [CD] '14.6'
0.0007 [CD] '29.4'
0.0007 [CD] '1,400'
0.0007 [CD] '62.625'
0.0007 [CD] '1,620'
0.0007 [CD] '321'
0.0007 [CD] '271,124'
0.0007 [CD] '2,303,328'
0.0007 [CD] 'Nine'
0.0007 [CD] '160'
0.0007 [CD] '139'
0.0007 [CD] '3.4'
0.0007 [CD] '1920s'
0.0007 [CD] '30,537'
0.0007 [CD] '154.2'
0.0007 [CD] '51.25'
0.0007 [CD] '11.6'
0.0007 [CD] '1965'
0.0007 [CD] '8.65'
0.0007 [CD] '1955'
0.0007 [CD] '6\/2'
0.0007 [CD] '300,000'
0.0007 [CD] '1.92'
0.0007 [CD] '352.7'
0.0007 [CD] '273.5'
0.0007 [CD] '20s'
0.0007 [CD] '6.79'
0.0007 [CD] '10.5'
0.0007 [CD] '118.6'
0.0007 [CD] '234.4'
0.0007 [CD] '1973-75'
0.0007 [CD] '133.8'
0.0007 [CD] '1.75'
0.0007 [CD] '3-4'
0.0007 [CD] '4.875'
0.0007 [CD] '609'
0.0007 [CD] '128'
0.0007 [CD] '93'
0.0007 [CD] '850'
0.0007 [CD] '1953'
0.0007 [CD] '374.19'
0.0007 [CD] '10-year'
0.0007 [CD] '20.5'
0.0007 [CD] '9.625'
0.0007 [CD] '13\/16'
0.0007 [CD] '23.4'
0.0007 [CD] 'thousand'
0.0007 [CD] '3.42'
0.0007 [CD] '76'
0.0007 [CD] '8.70'
0.0007 [CD] '13.625'
0.0007 [CD] 'Ten'
0.0007 [CD] ''82'
0.0007 [CD] '271-147'
0.0007 [CD] '501'
0.0007 [CD] '5.276'
0.0007 [CD] '5.9'
0.0007 [CD] '38'
0.0007 [CD] '29.9'
0.0007 [CD] '1967'
0.0007 [CD] '361,376'
0.0007 [CD] '3,600'
0.0007 [CD] '4.75'
0.0007 [CD] '245'
0.0007 [CD] '1st'
0.0007 [CD] '16.7'
0.0007 [CD] '7.8'
0.0007 [CD] '57.7'
0.0007 [CD] '153.3'
0.0007 [CD] '8.60'
0.0007 [CD] '9.82'
0.0007 [CD] '236.74'
0.0007 [CD] '2000'
0.0007 [CD] '9.8'
0.0007 [CD] '148.9'
0.0007 [CD] '8.575'
0.0007 [CD] '14,821'
0.0007 [CD] '236.79'
0.0007 [CD] '72.7'
0.0007 [CD] 'TWO'
0.0007 [CD] '1.5755'
0.0007 [CD] '7.80'
0.0007 [CD] '1,200'
0.0007 [CD] '722'
0.0007 [CD] '175'
0.0007 [CD] '3.7'
0.0007 [CD] '858,000'
0.0007 [CD] '21.9'
0.0007 [CD] '57.50'
0.0007 [CD] '11\/16'
0.0007 [CD] '23.5'
0.0007 [CD] '5.29'
0.0007 [CD] '109.73'
0.0007 [CD] '3.75'
0.0007 [CD] '266'
0.0007 [CD] '534'
0.0007 [CD] '7.78'
0.0007 [CD] '2.42'
0.0007 [CD] '2.25'
0.0007 [CD] '225'
0.0007 [CD] '121.6'
0.0007 [CD] '9,118'
0.0007 [CD] '3.61'
0.0007 [CD] '8.64'
0.0007 [CD] '1940s'
0.0007 [CD] '133'
0.0007 [CD] '143.93'
0.0007 [CD] '4.9'
0.0007 [CD] '8.48'
0.0007 [CD] '16,072'
0.0007 [CD] '144'
0.0007 [CD] '1937-40'
0.0007 [CD] '467'
0.0007 [CD] '8.15'
0.0007 [CD] '1.61'
0.0007 [CD] '235'
0.0003 [CD] '<unk>'
0.5 [CONJP] "[RB] [RB] [IN]"
0.1667 [CONJP] "[RB] [RB]"
0.1111 [CONJP] "[RB] [IN]"
0.0556 [CONJP] "[CC] [RB]"
0.0556 [CONJP] "[RB] [TO] [VB]"
0.0556 [CONJP] "[RB] [JJ]"
0.0556 [CONJP] "[IN] [IN]"
0.494 [DT] 'the'
0.2206 [DT] 'a'
0.0839 [DT] 'The'
0.038 [DT] 'an'
0.0234 [DT] 'this'
0.0157 [DT] 'some'
0.0136 [DT] 'any'
0.013 [DT] 'A'
0.0116 [DT] 'all'
0.0102 [DT] 'no'
0.01 [DT] 'that'
0.0082 [DT] 'these'
0.0071 [DT] 'those'
0.0053 [DT] 'both'
0.0053 [DT] 'This'
0.0053 [DT] 'another'
0.0047 [DT] 'That'
0.0038 [DT] 'each'
0.0033 [DT] 'These'
0.0031 [DT] 'every'
0.003 [DT] 'Some'
0.002 [DT] 'An'
0.0017 [DT] 'All'
0.0016 [DT] 'No'
0.0016 [DT] 'Each'
0.0013 [DT] 'Both'
0.0013 [DT] 'neither'
0.0011 [DT] 'Another'
0.0011 [DT] 'Those'
0.0009 [DT] 'half'
0.0008 [DT] 'Neither'
0.0006 [DT] 'either'
0.0005 [DT] 'Every'
0.0005 [DT] 'THE'
0.0005 [DT] 'Any'
0.0003 [DT] 'la'
0.0003 [DT] 'le'
0.0003 [DT] 'del'
0.0003 [DT] 'AN'
0.0002 [DT] '<unk>'
0.625 [EX] 'there'
0.3625 [EX] 'There'
0.0125 [EX] '<unk>'
0.5 [FRAG-ADV] "[IN] [ADVP]"
0.5 [FRAG-ADV] "[WHADVP] [ADJP]"
